,sample
1391,RP11-258C19.7
1392,CTC-523E23.15
1393,RP11-532M24.1
1394,GTF2F2P1
1395,RP11-513G19.1
1396,GHITM
1397,GTF2F2P2
1398,RP11-294O2.1
1399,RP11-174M13.2
1400,RP11-227L6.1
1401,KB-1836B5.1
1402,CSHL1
1403,KB-1254G8.1
1404,MIR8071-2
1405,FKBP1B
1406,FKBP1C
1407,FKBP1A
1408,MIR3199-2
1409,RP11-401F2.4
1410,MIR8071-1
1411,CTB-161M19.1
1412,RP11-55J15.2
1413,CTB-161M19.2
1414,SPATA31D2P
1415,KB-1639H6.2
1416,DNM1P17
1417,PISRT1
1418,RP13-672B3.2
1419,RP13-672B3.5
1420,RP11-165D7.5
1421,RP11-702H23.4
1422,RP11-401F2.3
1423,AC009508.1
1424,MAP10
1425,ELFN1-AS1
1426,RP11-5A1.1
1427,LGALS9C
1428,LGALS9B
1429,UNC50
1430,NKAIN4
1431,NKAIN3
1432,NKAIN2
1433,NKAIN1
1434,RP11-624M8.1
1435,ATP6V1G1P4
1436,MAP1A
1437,MAP1B
1438,ATP6V1G1P7
1439,IGSF9B
1440,RP11-196H14.4
1441,RMI2
1442,ATP6V1G1P3
1443,UNC5B
1444,UNC5C
1445,VGF
1446,UNC5A
1447,UNC5D
1448,RP11-796G6.1
1449,RP11-318C4.3
1450,MAP1S
1451,CCP110
1452,RP11-344A7.1
1453,RNU6-919P
1454,RP11-278J6.4
1455,RP11-278J6.5
1456,RN7SL541P
1457,ANKRD19P
1458,AC074091.1
1459,RP5-1186P10.1
1460,GAPDHP41
1461,AC009495.4
1462,RP11-213G21.2
1463,AC009495.1
1464,AC009495.3
1465,AC009495.2
1466,CTB-114C7.4
1467,TPMTP1
1468,TPMTP3
1469,TPMTP2
1470,TPMTP4
1471,RN7SL152P
1472,CTD-2017D11.1
1473,OR10U1P
1474,RPL18A
1475,RP11-586K12.1
1476,VDAC1P1
1477,VDAC1P2
1478,VDAC1P3
1479,VDAC1P4
1480,RP11-586K12.4
1481,VDAC1P6
1482,VDAC1P7
1483,CLEC18A
1484,VDAC1P9
1485,CLEC18C
1486,CLEC18B
1487,RP11-804A23.4
1488,RP11-793H13.12
1489,RP11-373D7.1
1490,RPL4P3
1491,OR4P1P
1492,RP11-28B23.1
1493,TARDBPP1
1494,RP11-804A23.2
1495,TARDBPP2
1496,PCAT14
1497,SDR42E2
1498,SDR42E1
1499,RP1-146I3.1
1500,AC008079.9
1501,RP11-401L13.7
1502,CR392000.1
1503,RP3-525L6.2
1504,RP11-1182P23.5
1505,ALOX12B
1506,RP11-78C3.1
1507,RP11-423C15.3
1508,EPB41L1
1509,PPCDC
1510,EPB41L3
1511,EPB41L2
1512,EPB41L5
1513,HSPA8P14
1514,ACSS3
1515,ACSS2
1516,ACSS1
1517,KIDINS220
1518,HSPA8P16
1519,RP5-1119O21.2
1520,PCOLCE2
1521,RNU1-47P
1522,DFNA5
1523,MAGEH1
1524,RP11-61I13.3
1525,WNT3
1526,WNT2
1527,WNT1
1528,LRRN4
1529,AGXT
1530,WNT6
1531,LRRN1
1532,WNT4
1533,RP4-534P7.2
1534,LAMA5-AS1
1535,NMTRS-TGA3-1
1536,RP11-610P16.1
1537,RP11-290L7.3
1538,RP13-820C6.4
1539,RP13-820C6.2
1540,RP11-290L7.5
1541,RNU6-1278P
1542,RBMY2JP
1543,HOXA11-AS
1544,RNF175
1545,RP11-22B23.1
1546,RNF170
1547,RN7SL153P
1548,ASAP1-IT2
1549,RP11-556O5.6
1550,AC011901.2
1551,RP1-34B20.19
1552,RP11-1166P10.1
1553,RP11-1166P10.6
1554,RP11-1166P10.7
1555,RP11-25L5.2
1556,RP11-1166P10.8
1557,CTD-2545G14.2
1558,CTD-2545G14.4
1559,CTD-2545G14.7
1560,FTH1P4
1561,PCNA
1562,AC092289.1
1563,AC092289.2
1564,ZBTB7A
1565,ZBTB7C
1566,ZBTB7B
1567,AC006037.2
1568,RP1-159G19.1
1569,PCNP
1570,PCNT
1571,RN7SL124P
1572,RP11-313I2.8
1573,RP11-313I2.7
1574,PCNX
1575,RP11-313I2.5
1576,UTY
1577,RP11-313I2.3
1578,CYP17A1-AS1
1579,PCAT1
1580,PCAT2
1581,PACRG
1582,RP11-506M13.3
1583,PCAT7
1584,PCAT6
1585,RP11-514A9.1
1586,DNPH1
1587,RNU6-675P
1588,MIR409
1589,RNU4-92P
1590,RP11-43A1.1
1591,UFD1L
1592,ILF3
1593,ILF2
1594,GOLGA2P10
1595,GOLGA2P11
1596,BOK
1597,RP11-22B10.3
1598,BOC
1599,DENND2C
1600,DENND2A
1601,MIR1-1
1602,DENND2D
1603,RP11-298I3.1
1604,GAGE1
1605,PPT1
1606,RABAC1
1607,RP11-242D8.1
1608,INPP4B
1609,INPP4A
1610,RP11-242D8.2
1611,RNU6-119P
1612,AL121748.1
1613,AC066615.1
1614,CTD-2001E22.1
1615,RP11-298I3.5
1616,IGBP1-AS1
1617,RP11-121A14.3
1618,IGBP1-AS2
1619,RP11-298I3.6
1620,RP11-796A5.4
1621,SAFB
1622,CTC-448D22.1
1623,RP11-15D14.1
1624,CTA-415G2.2
1625,RP11-15D14.2
1626,MRPL3P1
1627,RP11-21G15.1
1628,RP11-436F21.1
1629,TRNP1
1630,AC092107.1
1631,RP11-1086I4.2
1632,AC000095.11
1633,RNA5SP193
1634,UBOX5-AS1
1635,IGHV5-78
1636,RNU7-163P
1637,RP11-598D12.1
1638,OR7E157P
1639,RP11-49I11.2
1640,RNU6-659P
1641,RP11-378I13.1
1642,PPP1R26
1643,PPP1R27
1644,RP11-292K15.2
1645,PPP1R21
1646,RP11-292K15.1
1647,AC073427.1
1648,NGLY1
1649,RNU6-547P
1650,RP11-715H19.2
1651,RNU4-43P
1652,RNA5SP69
1653,RNA5SP68
1654,AC117401.1
1655,RNA5SP65
1656,RNA5SP64
1657,RNA5SP67
1658,RNA5SP66
1659,RNA5SP61
1660,RNA5SP60
1661,RNA5SP63
1662,RNA5SP62
1663,CYP4F27P
1664,RN7SL55P
1665,RP11-74E22.3
1666,RP5-1198O20.5
1667,RP5-1198O20.4
1668,FAS-AS1
1669,AIFM1P1
1670,LMX1A
1671,ZCCHC24
1672,LMX1B
1673,RP11-61D1.2
1674,OR6V1
1675,RP11-785H5.2
1676,RP11-182J1.1
1677,RP11-182J1.3
1678,RP11-182J1.5
1679,RP11-521C22.2
1680,RP11-514D23.1
1681,RP4-794H19.1
1682,ETV3L
1683,AC097103.1
1684,KCP
1685,LL22NC01-116C6.1
1686,RNU6-702P
1687,SIGLEC27P
1688,RP11-621H8.1
1689,CTC-472C24.1
1690,ZNF197-AS1
1691,CDR1-AS
1692,RP11-451O13.1
1693,RP11-229P13.23
1694,CTC-573N18.1
1695,CNR1
1696,GBX2
1697,GBX1
1698,CNR2
1699,RP11-734K2.4
1700,GNL3L
1701,GPR158-AS1
1702,JARID2-AS1
1703,RP11-344F13.1
1704,AC011509.1
1705,PIGCP1
1706,RP11-597M12.1
1707,PIGCP2
1708,AC021654.1
1709,RP11-63K6.1
1710,RP11-63K6.7
1711,RP11-63K6.4
1712,RP11-63K6.5
1713,RAB9AP2
1714,OTULIN
1715,RAB9AP1
1716,RP11-424I3.1
1717,RAB9AP4
1718,RAB9AP5
1719,CH17-333M13.2
1720,RP11-74E22.6
1721,TGS1
1722,ANKS1B
1723,ANKS1A
1724,RNA5SP325
1725,RNA5SP324
1726,RNA5SP327
1727,RNA5SP326
1728,RNA5SP321
1729,RNA5SP320
1730,RNA5SP323
1731,RNA5SP322
1732,OR2A15P
1733,RNA5SP329
1734,RNA5SP328
1735,RNU6-313P
1736,RP11-762H8.3
1737,RP11-151M7.1
1738,RP11-822E23.6
1739,CDIPT-AS1
1740,RP11-762H8.1
1741,CTD-2028E8.1
1742,MIR1972-2
1743,MIR1972-1
1744,CTD-2028E8.2
1745,RP3-391O22.1
1746,RP11-67H24.2
1747,RP3-391O22.3
1748,RP11-61K20.1
1749,RP11-433J22.3
1750,RP11-100G15.10
1751,ADAM10
1752,ADAM11
1753,ADAM12
1754,CTD-2293H3.2
1755,ADAM15
1756,CTB-91J4.1
1757,ADAM17
1758,ADAM18
1759,ADAM19
1760,AL355149.1
1761,MEPE
1762,AC002530.1
1763,HAGH
1764,RNU6-716P
1765,TRBV20-1
1766,GLYAT
1767,RP11-129H15.4
1768,RP11-129H15.1
1769,RP11-321E2.12
1770,OPALIN
1771,RP11-321E2.10
1772,RP11-321E2.11
1773,SNORA76C
1774,RP1-190J20.2
1775,U2AF1L4
1776,AC002398.9
1777,AC021887.1
1778,NDEL1
1779,SULT1D1P
1780,MIR7850
1781,MIR7853
1782,MIR7852
1783,SHANK3
1784,SHANK2
1785,SHANK1
1786,MIR7856
1787,ADAM1A
1788,AC110056.1
1789,RP11-415J8.7
1790,RNU2-6P
1791,RP11-707M3.3
1792,RP11-46E17.6
1793,PLAC8L1
1794,RNU6-226P
1795,CNTN4-AS1
1796,RP4-621N11.2
1797,PCSK9
1798,RP11-527H14.4
1799,PCSK2
1800,RNU5F-6P
1801,PCSK6
1802,PCSK7
1803,PCSK4
1804,PCSK5
1805,RP11-145O15.2
1806,CASC23
1807,AF238380.8
1808,RP11-16C18.3
1809,RP11-961A15.3
1810,RP11-638I2.2
1811,RP11-961A15.1
1812,RP11-323J4.1
1813,RP11-638I2.6
1814,SRSF9P1
1815,RP11-466C23.5
1816,RP11-638I2.9
1817,RP11-638I2.8
1818,SP140L
1819,AC011155.1
1820,RP11-204E4.3
1821,OFD1P8Y
1822,RNU2-38P
1823,RP11-191L17.1
1824,RN7SL477P
1825,RP11-7G12.2
1826,RP11-77M5.1
1827,RP11-631M21.7
1828,MIR5787
1829,IFNAR2
1830,AC055873.1
1831,TC2N
1832,RP11-759F5.1
1833,AC055876.2
1834,RP11-370P15.2
1835,RP11-370P15.1
1836,RP11-10C24.2
1837,RP4-758J18.2
1838,OSTCP4
1839,PLTP
1840,RP5-892G5.2
1841,RP4-758J18.7
1842,RP6-91H8.1
1843,FKBP9P1
1844,AL121923.1
1845,DPYSL4
1846,RP11-378I6.3
1847,MIR6812
1848,MIR6813
1849,MIR6810
1850,MIR6811
1851,MIR6816
1852,SETBP1
1853,MIR6814
1854,RNU6-1006P
1855,AC068058.1
1856,SAMSN1
1857,MIR6818
1858,MIR6819
1859,RP3-507I15.1
1860,RP3-507I15.2
1861,RP1-163M9.8
1862,FAM151B
1863,FAM151A
1864,AC105399.2
1865,CLK2P1
1866,RP11-611O2.2
1867,CACFD1
1868,RP11-611O2.1
1869,RP11-611O2.6
1870,ADGRA1-AS1
1871,RP11-611O2.5
1872,RP11-326A19.2
1873,SNORD91A
1874,PAXIP1
1875,LDLRAD4-AS1
1876,RP13-612N21.1
1877,CCNHP1
1878,VPRBP
1879,RPL13AP7
1880,RPL13AP6
1881,RPL13AP5
1882,RPL13AP3
1883,RPL13AP2
1884,AC007216.1
1885,SMAD5-AS1_1
1886,RP11-359I18.1
1887,USE1
1888,RP4-683M8.2
1889,CNRIP1
1890,RP11-728C8.1
1891,RP11-562A8.4
1892,RP11-845C23.3
1893,RP11-845C23.2
1894,RP11-562A8.1
1895,AL022578.1
1896,RP11-10F11.3
1897,CYP1B1-AS1
1898,HNRNPA1P57
1899,DTX3
1900,CDC34
1901,RP11-28A22.2
1902,CDC37
1903,XX-FW80269A6.1
1904,AC120120.1
1905,OR2T34
1906,OR2T35
1907,OR2T33
1908,RP11-567P17.2
1909,AC010900.1
1910,RP11-449H15.2
1911,RP11-165M1.1
1912,RP11-879F14.3
1913,RP11-165M1.3
1914,RP11-165M1.2
1915,RP11-879F14.2
1916,RP11-114H23.1
1917,RP11-114H23.3
1918,RP11-114H23.2
1919,KRT89P
1920,PROSER2-AS1
1921,HNRNPA1P59
1922,VN1R38P
1923,RNU6-1133P
1924,CTD-3088G3.4
1925,CTD-3088G3.6
1926,SPIN2A
1927,SPIN2B
1928,PGLS
1929,RP11-56A10.1
1930,LINC01198
1931,IRAK4
1932,LINC01194
1933,LINC01195
1934,LINC01197
1935,RN7SL580P
1936,LINC01191
1937,LINC01192
1938,LINC01193
1939,WDR7
1940,CDC42-IT1
1941,RN7SL100P
1942,AC026403.1
1943,RP11-420K14.8
1944,RNU6-866P
1945,RP11-228O6.2
1946,MRPL42P6
1947,RP11-80H5.2
1948,CCNA2
1949,DIAPH2
1950,RP11-80H5.7
1951,VPS25
1952,DYNC1I1
1953,RP5-906A24.1
1954,VPS28
1955,VPS29
1956,AC006116.13
1957,OR5P1P
1958,SKA1
1959,SKA3
1960,SKA2
1961,RN7SKP58
1962,RN7SKP59
1963,RN7SKP54
1964,RN7SKP55
1965,GRID2IP
1966,PCDH20
1967,RN7SKP50
1968,RN7SKP51
1969,RP11-379C10.1
1970,RN7SKP53
1971,TUG1_4
1972,RP11-539E19.2
1973,TUG1_3
1974,PGAM5
1975,MRPL42P3
1976,MT1P1
1977,MT1P3
1978,CTD-2144E22.10
1979,RP11-800A3.4
1980,RP11-800A3.7
1981,RP11-420K14.3
1982,RP11-800A3.3
1983,RP11-800A3.2
1984,MRPL32P1
1985,AP001282.1
1986,CTBP2P7
1987,RP11-496B10.1
1988,RP11-15H20.7
1989,RP11-15H20.6
1990,C6orf89
1991,RP11-15H20.2
1992,AC005519.4
1993,IFNWP9
1994,PPP1R13B
1995,SMC2-AS1
1996,IFNWP2
1997,PPP1R13L
1998,IFNWP4
1999,IFNWP5
2000,RP11-330L19.2
2001,DYNLL1P5
2002,RP11-330L19.1
2003,CTD-2142D14.1
2004,RN7SL317P
2005,RNU6-1201P
2006,AC074121.4
2007,RP4-583K8.1
2008,RP11-806K15.1
2009,RPL15P20
2010,RPL15P21
2011,AC021087.1
2012,WNT10A
2013,WNT10B
2014,RP11-667K14.9
2015,RP11-667K14.8
2016,MIR147A
2017,HSP90B3P
2018,MIR147B
2019,RP11-667K14.5
2020,NUTF2P6
2021,CTD-2024I7.1
2022,MIR1471
2023,MIR1470
2024,RP11-285B24.1
2025,MIR6780B
2026,CTD-2378E12.1
2027,RNU6-95P
2028,OR4A47
2029,PYY
2030,LPP-AS2
2031,RPL36AP35
2032,RPL36AP33
2033,RP11-318C24.2
2034,RP11-318C24.1
2035,RPL36AP39
2036,AL034553.1
2037,AL607076.1
2038,TM4SF18
2039,TM4SF19
2040,SDAD1P1
2041,SDAD1P2
2042,SDAD1P3
2043,POU3F3
2044,SNORD115-7
2045,POU3F1
2046,RP11-3G20.2
2047,RP11-680G24.1
2048,LAMB1
2049,LAMB3
2050,LAMB2
2051,CYSLTR2
2052,LAMB4
2053,ATP7B
2054,MPHOSPH9
2055,MPHOSPH8
2056,RP11-14I17.1
2057,SNORD115-1
2058,MPHOSPH6
2059,CTD-2256P15.3
2060,MRPS35P2
2061,MRPS35P3
2062,RP11-174N3.4
2063,RNU6-922P
2064,RP11-19N8.2
2065,RP11-19N8.3
2066,RP11-19N8.4
2067,RP11-19N8.6
2068,RP11-19N8.7
2069,RP11-367F23.2
2070,RP11-367F23.1
2071,MIR936
2072,ASTN2
2073,ASTN1
2074,RSPH9
2075,MIR933
2076,MIR5583-1
2077,ASS1P4
2078,MIR938
2079,MIR939
2080,RP11-14I17.3
2081,MGA
2082,AC007551.2
2083,RP11-283C24.1
2084,RP11-283C24.2
2085,AC007551.1
2086,ZNF213-AS1
2087,MGP
2088,RN7SL38P
2089,AC007563.5
2090,AC007563.4
2091,RN7SL191P
2092,RP11-491H19.1
2093,AC007563.1
2094,AC007563.3
2095,HNRNPABP1
2096,ADSS
2097,TSEN15P2
2098,TSEN15P3
2099,RP1-149M18.4
2100,SIRPG-AS1
2101,RP1-149M18.3
2102,SAMD4A
2103,ADSL
2104,SAMD4B
2105,RP11-99H8.1
2106,RP11-218E20.2
2107,AC002066.1
2108,GAS2L1
2109,PRR34-AS1
2110,GAS2L3
2111,GAS2L2
2112,AC110926.4
2113,RNU6-1050P
2114,AC015600.1
2115,FAM53C
2116,YWHAQP9
2117,AC090957.2
2118,MIR4433B
2119,C8orf59P2
2120,C8orf59P1
2121,YWHAQP5
2122,AC092638.1
2123,AC092638.2
2124,YWHAQP6
2125,UOX
2126,RPS15AP1
2127,RP11-492A10.1
2128,RNU4-49P
2129,HN1L
2130,RP11-149P24.1
2131,AC009274.6
2132,ZW10
2133,RNU6-1305P
2134,RP11-680G24.6
2135,CTD-2636A23.2
2136,RP11-192H23.8
2137,RSRC1
2138,RP11-192H23.6
2139,RP11-192H23.5
2140,RSRC2
2141,AL365502.1
2142,CYCSP52
2143,CYCSP53
2144,CPN2
2145,CPN1
2146,AC236972.1
2147,HLA-DMB
2148,RNU6-54P
2149,TP73-AS1
2150,AC010546.1
2151,PYY2
2152,PYY3
2153,CDADC1
2154,GABBR1
2155,NLGN2
2156,FOXD1-AS1
2157,RP11-804N13.1
2158,AC004775.5
2159,NLGN3
2160,ARHGAP44
2161,ZNF733P
2162,RP11-408A13.4
2163,CASQ1
2164,ARHGAP40
2165,CASQ2
2166,AC011893.3
2167,RP11-10N23.5
2168,NUP107
2169,AC108868.3
2170,CTD-2553L13.4
2171,RP11-818O24.3
2172,PCBP1-AS1
2173,RP11-397E7.4
2174,RP11-397E7.2
2175,RP4-796I17.5
2176,TNNT1
2177,RP11-77B22.1
2178,RP5-1166F10.1
2179,RP11-77B22.2
2180,CDC42EP3
2181,CDC42EP2
2182,CDC42EP1
2183,REREP2Y
2184,AC079920.1
2185,CDC42EP5
2186,CDC42EP4
2187,RP11-680G24.7
2188,HEIH
2189,AC092326.1
2190,RP11-404I7.1
2191,GPRC6A
2192,RP1-144C9.2
2193,RP11-69I8.3
2194,AC116165.1
2195,CTD-2001C12.1
2196,TBKBP1
2197,AC104837.1
2198,RAB36
2199,RP11-397A16.1
2200,ABI2
2201,ABI3
2202,ABI1
2203,TESC
2204,OR2AS2P
2205,RP11-776A13.4
2206,RP11-93B21.1
2207,OTP
2208,MIR4708
2209,PITPNC1
2210,LARP4P
2211,KRT39
2212,KRT38
2213,ZBED5
2214,KRT31
2215,KRT32
2216,KRT35
2217,DHDDS
2218,KRT37
2219,KRT36
2220,IL21
2221,IL20
2222,IL22
2223,IL25
2224,IL24
2225,IL27
2226,IL26
2227,AC020931.1
2228,IGLV1-36
2229,CTD-2201G16.1
2230,TIMP1
2231,RP11-12A20.6
2232,RP11-138B4.1
2233,RP11-326I11.1
2234,RP11-326I11.3
2235,RP11-326I11.4
2236,RP11-1112C15.2
2237,CLINT1
2238,RP3-523C21.3
2239,TSEN2P1
2240,C4B
2241,RP11-761I4.4
2242,RP3-495O10.1
2243,RP11-521H3.3
2244,AC010971.1
2245,AHRR
2246,RN7SL607P
2247,SPATA31B1P
2248,PRDX3P2
2249,PRDX3P3
2250,EIF4HP1
2251,PRDX3P1
2252,RP6-127F18.2
2253,RP11-274H2.5
2254,RP11-214C8.2
2255,AL450423.1
2256,RP11-3L10.3
2257,ADCY4
2258,ADCY5
2259,ADCY6
2260,ADCY7
2261,ADCY1
2262,ADCY2
2263,ADCY3
2264,RP11-744H18.1
2265,AL365181.2
2266,ADCY8
2267,ADCY9
2268,AC068134.6
2269,RP11-342K6.3
2270,NUCKS1
2271,AC068134.8
2272,RP11-326C3.2
2273,RP11-326C3.4
2274,DDI2
2275,DDI1
2276,RN7SL172P
2277,AC093390.1
2278,RP11-131K5.1
2279,RP11-131K5.2
2280,XRCC1
2281,HOXB-AS3
2282,XRCC3
2283,XRCC2
2284,XRCC5
2285,XRCC4
2286,HOXB-AS4
2287,XRCC6
2288,RP1-90G24.8
2289,RP11-66N11.7
2290,RP11-66N11.6
2291,RP1-172I22.1
2292,CTB-11I22.2
2293,RN7SL82P
2294,MEIS3
2295,MEIS2
2296,MEIS1
2297,CTC-559E9.6
2298,PCDHAC2
2299,PCDHAC1
2300,OR5BL1P
2301,AC006547.14
2302,CTC-559E9.4
2303,RNU6-654P
2304,AC006547.13
2305,RP11-210N13.1
2306,CTLA4
2307,CTD-2588C8.8
2308,RNU6-609P
2309,MIR4707
2310,RP11-67L3.4
2311,ESPNL
2312,USP32P1
2313,USP32P2
2314,RSL1D1
2315,DDX60
2316,RP11-629N8.3
2317,ATE1-AS1
2318,AC137723.1
2319,AC137723.5
2320,LMO7DN-IT1
2321,RBP3
2322,RP11-69C17.4
2323,RP11-69C17.3
2324,RP11-69C17.2
2325,RP11-486B10.4
2326,AC002451.3
2327,RP1-302G2.5
2328,DND1P1
2329,RP11-339B21.10
2330,OR5BM1P
2331,H2AFY2
2332,RNU6-101P
2333,RP11-299H22.4
2334,ADCY10
2335,AC093063.2
2336,KCNA6
2337,KCNA7
2338,KCNA4
2339,KCNA5
2340,KCNA2
2341,KCNA3
2342,RP11-157E21.1
2343,KCNA1
2344,FP236383.11
2345,OPTN
2346,BHMT
2347,RP1-85F18.6
2348,OPTC
2349,FTL
2350,GAPDHP39
2351,GAPDHP38
2352,MCCC1
2353,GAPDHP31
2354,U52111.14
2355,GAPDHP33
2356,GAPDHP32
2357,GAPDHP34
2358,GAPDHP37
2359,GAPDHP36
2360,RP11-297K8.2
2361,ZDHHC1
2362,AC007381.1
2363,AC007050.18
2364,RP13-638C3.4
2365,ACACB
2366,RP11-315A17.1
2367,AC007050.17
2368,ZDHHC3
2369,EPN2-AS1
2370,PLA2G2A
2371,RP11-495K9.6
2372,PLA2G2C
2373,RP1-315G1.3
2374,PLA2G2E
2375,PLA2G2D
2376,PLA2G2F
2377,RP11-324P9.1
2378,LL0XNC01-105G4.3
2379,RP11-495K9.9
2380,RP11-131H24.4
2381,RP13-204A15.5
2382,AC127391.3
2383,KB-1448A5.1
2384,RPS4XP15
2385,AC009499.1
2386,AC091492.2
2387,RP11-712P20.2
2388,RNA5SP101
2389,RP11-60C6.3
2390,SLC22A9
2391,RP11-60C6.5
2392,RP11-25K21.6
2393,AC018462.3
2394,RNA5SP100
2395,OR8J2
2396,OR8J3
2397,OR8J1
2398,RN7SL649P
2399,RP11-34E5.4
2400,AATK-AS1
2401,CYFIP1
2402,RPS4XP12
2403,CYFIP2
2404,RP11-697E2.10
2405,RPS4XP13
2406,RP11-697E2.11
2407,GUSBP5
2408,GUSBP4
2409,GUSBP6
2410,GUSBP1
2411,RP11-697E2.12
2412,GUSBP3
2413,RNU7-171P
2414,TTPAL
2415,GUSBP9
2416,GUSBP8
2417,KRTAP29-1
2418,AC107622.1
2419,CTB-179I1.2
2420,AC046130.1
2421,XX-CR54.1
2422,LHPP
2423,RPS4XP18
2424,NUP188
2425,AD001527.4
2426,GLT8D2
2427,GLT8D1
2428,CTD-2501M5.1
2429,OR2C3
2430,CTD-2233K9.1
2431,OR2C1
2432,AC006196.1
2433,MED28P3
2434,CTD-3080P12.3
2435,AD001527.7
2436,REG1A
2437,REG1B
2438,MRGPRD
2439,MRGPRE
2440,MRGPRF
2441,MRGPRG
2442,RP3-429O6.1
2443,IGKV2-36
2444,REG1P
2445,IGKV2-30
2446,HES1
2447,RP11-76C10.4
2448,TTC39A
2449,AC096633.1
2450,MED28P6
2451,RP11-494I9.1
2452,RP11-494I9.2
2453,BPNT1
2454,RP11-76C10.6
2455,C1orf140
2456,ABHD14A-ACY1
2457,LINC00457
2458,RNU7-1
2459,CTD-2095E4.3
2460,BCL9
2461,RP5-1065P14.2
2462,AC009060.1
2463,RP11-517I3.1
2464,RP11-517I3.2
2465,BCL6
2466,RP11-530C5.1
2467,BCL3
2468,BCL2
2469,CTF2P
2470,NPEPL1
2471,CLMN
2472,CLMP
2473,OR7E105P
2474,RP11-699C17.1
2475,RP11-774O3.3
2476,RP11-242P2.2
2477,RP11-242P2.1
2478,RNU6-330P
2479,AC008277.1
2480,GS1-519E5.1
2481,VN1R66P
2482,AL049798.1
2483,ACTBP8
2484,ACTBP9
2485,GRM5-AS1
2486,MTM1
2487,ACTBP2
2488,RP11-598P20.3
2489,ACTBP6
2490,ACTBP7
2491,CSNK1G2
2492,CSNK1G3
2493,CSNK1G1
2494,AL354828.1
2495,AL365202.1
2496,ALOX12-AS1
2497,SERPINB1
2498,SERPINB3
2499,SERPINB2
2500,SERPINB5
2501,SERPINB4
2502,SERPINB7
2503,SERPINB6
2504,FAM76B
2505,FAM76A
2506,RNU6-46P
2507,GHc-602D8.2
2508,HOXA11-AS1_2
2509,EXD3
2510,EXD2
2511,EXD1
2512,AC006116.1
2513,ELP6
2514,ELP5
2515,ELP4
2516,ELP3
2517,ELP2
2518,RP11-116D17.5
2519,IGHVIII-26-1
2520,RP11-275N1.1
2521,AC005686.1
2522,CTD-2336O2.3
2523,AC087294.2
2524,RN7SL561P
2525,SPRYD3
2526,SPRYD4
2527,KLHDC9
2528,NEMP1
2529,KLHDC4
2530,Hammerhead_HH10
2531,KLHDC2
2532,KLHDC3
2533,AC145141.2
2534,KLHDC1
2535,RP11-109M19.2
2536,AL162586.1
2537,RP11-97N19.3
2538,RP11-97N19.2
2539,ASXL1
2540,TRIM51
2541,ASXL3
2542,ASXL2
2543,OR51H1
2544,HDDC3
2545,ZNF252P-AS1
2546,RP11-500B12.1
2547,AC012501.3
2548,AC012501.2
2549,DONSON
2550,SPATA13
2551,SPATA12
2552,RP11-326J18.1
2553,SPATA17
2554,SPATA16
2555,RP11-244F12.3
2556,COL18A1-AS2
2557,SPATA19
2558,SPATA18
2559,CTD-2017F17.2
2560,CTD-2017F17.1
2561,RPS28P1
2562,VCP
2563,RP11-763E3.1
2564,CTA-397H3.3
2565,RP11-497H16.7
2566,RNU6-693P
2567,RP11-497H16.5
2568,AC061992.2
2569,CEP170P1
2570,RP11-497H16.9
2571,RP11-497H16.8
2572,XXcos-LUCA16.1
2573,AC010641.1
2574,HLA-K
2575,RP11-354I13.1
2576,TRIM53AP
2577,TUBB8P10
2578,ZNF214
2579,RPS28P8
2580,CTB-186H2.3
2581,RINL
2582,RP11-365O16.6
2583,RP11-365O16.1
2584,RP11-365O16.3
2585,PRMT1P1
2586,HFE
2587,RNU6-1321P
2588,CTD-2336O2.2
2589,GPR146
2590,ZNF213
2591,RN7SL425P
2592,GPR143
2593,MIR4465
2594,SLC7A9
2595,GPR148
2596,GPR149
2597,HLA-C
2598,snoMe28S-Am2634
2599,RNU6-930P
2600,AC005757.7
2601,ZWINT
2602,CITED2
2603,CITED1
2604,RP11-498C9.17
2605,SLC7A4
2606,RP11-498C9.12
2607,CITED4
2608,DAGLA
2609,MIR6791
2610,DAGLB
2611,AF178030.2
2612,OR4B2P
2613,SLC7A2
2614,RP11-460B17.2
2615,AC018690.1
2616,SLC7A3
2617,AF106564.1
2618,SMARCE1P5
2619,RP11-342L8.2
2620,PHF21B
2621,RP11-30H9.1
2622,CSNK1A1L
2623,AD000091.2
2624,RP5-1050E16.2
2625,HIRA
2626,GM140
2627,RIN1
2628,RIN3
2629,RIN2
2630,WWOX
2631,MIR6793
2632,RP11-332H18.5
2633,BHMG1
2634,LNX1-AS1
2635,LNX1-AS2
2636,RP11-26F2.2
2637,RIPK1
2638,COX6B1P7
2639,RIPK3
2640,RIPK2
2641,PDCL
2642,IGFBP7-AS1
2643,MIR6792
2644,COX6B1P5
2645,SRCIN1
2646,PRAMEF4
2647,HLA-P
2648,RNU6-1029P
2649,CRABP1
2650,CRABP2
2651,C2orf27B
2652,C7orf73
2653,C7orf72
2654,C7orf71
2655,RN7SL215P
2656,C7orf77
2657,RP11-363E6.3
2658,RNU6-1141P
2659,PRAMEF7
2660,BIN2P1
2661,COX6B1P1
2662,ZNF419
2663,ZNF418
2664,ZNF417
2665,ZNF416
2666,ZNF415
2667,ZNF414
2668,OR13C1P
2669,ZNF410
2670,GLIPR2
2671,GLIPR1
2672,E2F6P3
2673,E2F6P2
2674,E2F6P1
2675,E2F6P4
2676,SSSCA1
2677,POU4F1
2678,POU4F2
